Year,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,Budget,DomesticGross,InternationalGross,WorldwideGross,NetProfits,roi
2011,Extremely Loud and Incredibly Close,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,40000000,31847881,23400000,55247881,15247881,0.0
2011,The Debt,Focus Features,Thriller/Suspense,Remake,Live Action,Historical Fiction,20000000,31177548,15426506,46604054,26604054,1.0
2011,The Sitter,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,25000000,30542576,8206828,38749404,13749404,1.0
2011,Priest,Sony Pictures,Horror,Based on Comic/Graphic Novel,Live Action,Fantasy,60000000,29136626,55017400,84154026,24154026,0.0
2011,The Mechanic,CBS Films,Action,Remake,Live Action,Contemporary Fiction,42500000,29121498,47225895,76347393,33847393,1.0
2012,The Avengers,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,225000000,623357910,891742301,1515100211,1290100211,6.0
2012,The Dark Knight Rises,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,230000000,448139099,636300000,1084439099,854439099,4.0
2012,The Hunger Games,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,80000000,408010692,269912687,677923379,597923379,7.0
2012,Skyfall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,200000000,304360277,806166704,1110526981,910526981,5.0
2012,The Hobbit: An Unexpected Journey,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,200000000,303003568,714000000,1017003568,817003568,4.0
2012,"The Twilight Saga: Breaking Dawn, Part 2",Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,136200000,292324737,537400000,829724737,693524737,5.0
2012,The Amazing Spider-Man,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero,220000000,262030663,495859604,757890267,537890267,2.0
2012,Brave,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,185000000,237282182,317324350,554606532,369606532,2.0
2012,Ted,Universal,Comedy,Original Screenplay,Animation/Live Action,Contemporary Fiction,50000000,218665740,337350887,556016627,506016627,10.0
2012,Madagascar 3: Europe's Most Wanted,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,145000000,216391482,530529789,746921271,601921271,4.0
2012,Doctor Seuss' The Lorax,Universal,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,67500000,214030500,136946253,350976753,283476753,4.0
2012,Wreck-It Ralph,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,165000000,189412677,307098844,496511521,331511521,2.0
2012,Lincoln,Walt Disney,Drama,Based on Factual Book/Article,Live Action,Dramatization,65000000,182207973,91138308,273346281,208346281,3.0
2012,Men in Black 3,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,215000000,179020854,475192631,654213485,439213485,2.0
2012,Django Unchained,Weinstein Co.,Western,Original Screenplay,Live Action,Historical Fiction,100000000,162805434,287036132,449841566,349841566,3.0
2012,Ice Age: Continental Drift,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Fantasy,95000000,161321843,718443294,879765137,784765137,8.0
2012,Snow White and the Huntsman,Universal,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,170000000,155136755,245884991,401021746,231021746,1.0
2012,Les Misérables,Universal,Musical,Based on Fiction Book/Short Story,Live Action,Historical Fiction,65000000,148809770,289611346,438421116,373421116,6.0
2012,Hotel Transylvania,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,85000000,148313048,230192764,378505812,293505812,3.0
2012,Taken 2,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,45000000,139854287,237953117,377807404,332807404,7.0
2012,21 Jump Street,Sony Pictures,Comedy,Based on TV,Live Action,Contemporary Fiction,42000000,138447667,64364762,202812429,160812429,4.0
2012,Argo,Warner Bros.,Thriller/Suspense,Based on Factual Book/Article,Live Action,Historical Fiction,44500000,136025503,91115254,227140757,182640757,4.0
2012,Silver Linings Playbook,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,21000000,132092958,104319495,236412453,215412453,10.0
2012,Prometheus,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,125000000,126477084,275971181,402448265,277448265,2.0
2012,Safe House,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,85000000,126181630,82360532,208542162,123542162,1.0
2012,The Vow,Sony Pictures,Drama,Based on Real Life Events,Live Action,Historical Fiction,30000000,125014030,72604130,197618160,167618160,6.0
2012,Life of Pi,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Fantasy,120000000,124987022,494323346,619310368,499310368,4.0
2012,Magic Mike,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,7000000,113721571,56828182,170549753,163549753,23.0
2012,The Bourne Legacy,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,125000000,113203870,167152050,280355920,155355920,1.0
2012,Journey 2: The Mysterious Island,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,79000000,103860290,214285872,318146162,239146162,3.0
2012,Rise of the Guardians,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,145000000,103412758,203488144,306900902,161900902,1.0
2012,Zero Dark Thirty,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,52500000,95720716,38891719,134612435,82112435,2.0
2012,Flight,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,31000000,93772375,66786063,160558438,129558438,4.0
2012,Think Like a Man,Sony Pictures,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,12000000,91547205,21826559,113373764,101373764,8.0
2012,The Campaign,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,95000000,86907746,18000000,104907746,9907746,0.0
2012,The Expendables 2,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,100000000,85028192,226951064,311979256,211979256,2.0
2012,Wrath of the Titans,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,150000000,83670083,221600000,305270083,155270083,1.0
2012,Jack Reacher,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,60000000,80070736,137300000,217370736,157370736,3.0
2012,Dark Shadows,Warner Bros.,Black Comedy,Based on TV,Live Action,Fantasy,150000000,79727149,158475519,238202668,88202668,1.0
2012,Parental Guidance,20th Century Fox,Adventure,Original Screenplay,Live Action,Contemporary Fiction,25000000,77267296,43565087,120832383,95832383,4.0
2012,John Carter,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,263700000,73058679,209719421,282778100,19078100,0.0
2012,Act of Valor,Relativity,Action,Original Screenplay,Live Action,Contemporary Fiction,12000000,70012847,12484188,82497035,70497035,6.0
2012,This is 40,Universal,Comedy,Spin-Off,Live Action,Contemporary Fiction,35000000,67544505,22676677,90221182,55221182,2.0
2012,Contraband,Universal,Action,Remake,Live Action,Contemporary Fiction,25000000,66528000,31878855,98406855,73406855,3.0
2012,Looper,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,30000000,66486205,103980200,170466405,140466405,5.0
2012,Tyler Perry's Madea's Witness Protection,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,65653242,1297645,66950887,46950887,2.0
2012,Battleship,Universal,Action,Based on Game,Live Action,Contemporary Fiction,220000000,65233400,248244317,313477717,93477717,0.0
2012,Pitch Perfect,Universal,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,17000000,65001093,51043254,116044347,99044347,6.0
2012,Mirror Mirror,Relativity,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,85000000,64935167,108678315,173613482,88613482,1.0
2012,Chronicle,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,12000000,64575175,59106615,123681790,111681790,9.0
2012,Hope Springs,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,63536011,69549284,133085295,103085295,3.0
2012,Underworld: Awakening,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,70000000,62321039,98058891,160379930,90379930,1.0
2012,The Lucky One,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,25000000,60457138,36176695,96633833,71633833,3.0
2012,The Dictator,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,59650222,120498675,180148897,115148897,2.0
2012,Total Recall,Sony Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,125000000,58877969,152978119,211856088,86856088,1.0
2012,American Reunion,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,50000000,56758835,180040376,236799211,186799211,4.0
2012,This Means War,20th Century Fox,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,65000000,54760791,102213766,156974557,91974557,1.0
2012,Project X,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,12000000,54731865,48296323,103028188,91028188,8.0
2012,The Woman in Black,CBS Films,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Fantasy,15000000,54333290,74622608,128955898,113955898,8.0
2012,Paranormal Activity 4,Paramount Pictures,Horror,Original Screenplay,Live Action,Fantasy,5000000,53900335,88917657,142817992,137817992,28.0
2012,The Devil Inside,Paramount Pictures,Horror,Original Screenplay,Live Action,Fantasy,1000000,53262945,48496545,101759490,100759490,101.0
2012,The Odd Life of Timothy Green,Walt Disney,Drama,Original Screenplay,Live Action,Fantasy,40000000,51853450,3395709,55249159,15249159,0.0
2012,Ghost Rider: Spirit of Vengeance,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,57000000,51774002,97443353,149217355,92217355,2.0
2012,The Grey,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,25000000,51580136,29669040,81249176,56249176,2.0
2012,Red Tails,20th Century Fox,Action,Based on Real Life Events,Live Action,Historical Fiction,58000000,49876377,489121,50365498,-7634502,-0.0
2012,The Possession,Lionsgate,Horror,Original Screenplay,Live Action,Fantasy,14000000,49130588,33794476,82925064,68925064,5.0
2012,Diary of a Wimpy Kid: Dog Days,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,22000000,49008662,28221033,77229695,55229695,3.0
2012,Sinister,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,3000000,48086903,39640904,87727807,84727807,28.0
2012,Savages,Universal,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,47323100,35190390,82513490,37513490,1.0
2012,The Best Exotic Marigold Hotel,Fox Searchlight,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000,46383639,88256141,134639780,124639780,12.0
2012,Moonrise Kingdom,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,16000000,45512466,23335980,68848446,52848446,3.0
2012,Here Comes the Boom,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,42000000,45290318,27948940,73239258,31239258,1.0
2012,Red Dawn,Open Road,Action,Remake,Live Action,Contemporary Fiction,65000000,44806783,3357367,48164150,-16835850,-0.0
2012,The Three Stooges,20th Century Fox,Adventure,Remake,Live Action,Contemporary Fiction,30000000,44338224,9714025,54052249,24052249,1.0
2012,Resident Evil: Retribution,Sony Pictures,Action,Based on Game,Live Action,Science Fiction,65000000,42345531,198302098,240647629,175647629,3.0
2012,The Cabin in the Woods,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Fantasy,30000000,42073277,28616691,70689968,40689968,1.0
2012,What to Expect When You're Expecting,Lionsgate,Romantic Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,37500000,41152203,47320813,88473016,50973016,1.0
2012,End of Watch,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,15000000,41003371,16583235,57586606,42586606,3.0
2012,Rock of Ages,Warner Bros.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,70000000,38518613,22513319,61031932,-8968068,-0.0
2012,Abraham Lincoln: Vampire Hunter,20th Century Fox,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,67500000,37519139,99970591,137489730,69989730,1.0
2012,Lawless,Weinstein Co.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,26000000,37397291,16996396,54393687,28393687,1.0
2012,The Guilt Trip,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,37134215,4160459,41294674,1294674,0.0
2012,That's My Boy,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,57500000,36931089,21154146,58085235,585235,0.0
2012,Trouble with the Curve,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,60000000,35763137,12055776,47818913,-12181087,-0.0
2012,Step Up Revolution,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,33000000,35074677,130477613,165552290,132552290,4.0
2012,Tyler Perry's Good Deeds,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,14000000,35025791,553386,35579177,21579177,2.0
2012,The Watch,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,55000000,34353000,32777045,67130045,12130045,0.0
2012,2016: Obama’s America,Rocky Mountain Pictures,Documentary,Based on Factual Book/Article,Live Action,Factual,2500000,33349941,0,33349941,30849941,12.0
2012,House at the End of the Street,Relativity,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,6900000,31611916,12492066,44103982,37203982,5.0
2012,Joyful Noise,Warner Bros.,Musical,Original Screenplay,Live Action,Contemporary Fiction,27500000,30932113,225801,31157914,3657914,0.0
2012,The Iron Lady,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,14000000,29959436,85632668,115592104,101592104,7.0
2012,The Five-Year Engagement,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,28700285,32923534,61623819,31623819,1.0
2012,Cloud Atlas,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Multiple Creative Types,102000000,27108272,103564882,130673154,28673154,0.0
2012,One for the Money,Lionsgate,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,42000000,26414527,9782694,36197221,-5802779,-0.0
2012,Alex Cross,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,35000000,25888412,9538347,35426759,426759,0.0
2012,Katy Perry: Part of Me,Paramount Pictures,Concert/Performance,Based on Real Life Events,Live Action,Factual,12000000,25326071,7374368,32700439,20700439,2.0
2013,The Hunger Games: Catching Fire,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,130000000,424668047,440200000,864868047,734868047,6.0
2013,Iron Man 3,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,200000000,408992272,806400000,1215392272,1015392272,5.0
2013,Frozen,Walt Disney,Musical,Based on Folk Tale/Legend/Fairytale,Digital Animation,Kids Fiction,150000000,400738009,868008165,1268746174,1118746174,7.0
2013,Despicable Me 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,76000000,368065385,607151450,975216835,899216835,12.0
2013,Man of Steel,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,225000000,291045518,376954000,667999518,442999518,2.0
2013,Gravity,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,110000000,274092705,419605968,693698673,583698673,5.0
2013,Monsters University,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,268488329,475100000,743588329,543588329,3.0
2013,The Hobbit: The Desolation of Smaug,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,250000000,258241522,701996565,960238087,710238087,3.0
2013,Fast and Furious 6,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,160000000,238679850,550620594,789300444,629300444,4.0
2013,Oz the Great and Powerful,Walt Disney,Adventure,Spin-Off,Animation/Live Action,Fantasy,200000000,234770996,255588055,490359051,290359051,1.0
2013,Star Trek Into Darkness,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,190000000,228778661,238602923,467381584,277381584,1.0
2013,Thor: The Dark World,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,150000000,206362140,438240376,644602516,494602516,3.0
2013,World War Z,Paramount Pictures,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,190000000,202359711,329154939,531514650,341514650,2.0
2013,The Croods,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000,187168425,385900000,573068425,438068425,3.0
2013,The Heat,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,43000000,159581587,70146187,229727774,186727774,4.0
2013,We're the Millers,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,150394119,117422157,267816276,230816276,6.0
2013,American Hustle,Sony Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,40000000,150098456,107760487,257858943,217858943,5.0
2013,The Great Gatsby,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,190000000,144840419,208800000,353640419,163640419,1.0
2013,The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,20000000,137400141,180485871,317886012,297886012,15.0
2013,Identity Thief,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,35000000,134506920,40854658,175361578,140361578,4.0
2013,Grown Ups 2,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,80000000,133668525,113355283,247023808,167023808,2.0
2013,The Wolverine,20th Century Fox,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,115000000,132556852,283900000,416456852,301456852,3.0
2013,Anchorman 2: The Legend Continues,Paramount Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,50000000,127413176,44833047,172246223,122246223,2.0
2013,Lone Survivor,Universal,Action,Based on Factual Book/Article,Live Action,Dramatization,40000000,125095601,24709031,149804632,109804632,3.0
2013,G.I. Joe: Retaliation,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,140000000,122523060,253217645,375740705,235740705,2.0
2013,Cloudy with a Chance of Meatballs 2,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,78000000,119793567,154599082,274392649,196392649,3.0
2013,Now You See Me,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,75000000,117723989,225045211,342769200,267769200,4.0
2013,The Wolf of Wall Street,Paramount Pictures,Black Comedy,Based on Factual Book/Article,Live Action,Dramatization,100000000,116949183,272969720,389918903,289918903,3.0
2013,Lee Daniels' The Butler,Weinstein Co.,Drama,Based on Real Life Events,Live Action,Dramatization,30000000,116632095,60393403,177025498,147025498,5.0
2013,The Hangover 3,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,103000000,112200072,249800000,362000072,259000072,3.0
2013,Epic,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,100000000,107518682,155275759,262794441,162794441,2.0
2013,Captain Phillips,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,55000000,107136417,113511767,220648184,165648184,3.0
2013,Jackass Presents: Bad Grandpa,Paramount Pictures,Comedy,Based on Real Life Events,Live Action,Factual,15000000,102003019,58900000,160903019,145903019,10.0
2013,Pacific Rim,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,190000000,101802906,309200000,411002906,221002906,1.0
2013,This is the End,Sony Pictures,Comedy,Based on Short Film,Live Action,Science Fiction,32000000,101470202,25068915,126539117,94539117,3.0
2013,Olympus Has Fallen,FilmDistrict,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,70000000,98927592,73951336,172878928,102878928,1.0
2013,42,Warner Bros.,Drama,Based on Real Life Events,Live Action,Dramatization,31000000,95020213,2450488,97470701,66470701,2.0
2013,Elysium,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,120000000,93050117,193141974,286192091,166192091,1.0
2013,Disney Planes,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,50000000,90282580,147776989,238059569,188059569,4.0
2013,The Lone Ranger,Walt Disney,Western,Based on TV,Live Action,Historical Fiction,225000000,89302115,170700000,260002115,35002115,0.0
2013,Oblivion,Universal,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Science Fiction,120000000,89107235,198809398,287916633,167916633,1.0
2013,Insidious Chapter 2,FilmDistrict,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,83586447,78335068,161921515,156921515,31.0
2013,Saving Mr. Banks,Walt Disney,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,83299761,31662764,114962525,79962525,2.0
2013,Turbo,20th Century Fox,Adventure,Original Screenplay,Digital Animation,Kids Fiction,135000000,83028130,203868448,286896578,151896578,1.0
2013,2 Guns,Universal,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,61000000,75612460,56880555,132493015,71493015,1.0
2013,White House Down,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,150000000,73103784,132336603,205440387,55440387,0.0
2013,Mama,Universal,Horror,Based on Short Film,Live Action,Fantasy,15000000,71628180,76467386,148095566,133095566,9.0
2013,Safe Haven,Relativity,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,28000000,71399120,22651831,94050951,66050951,2.0
2013,The Smurfs 2,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,110000000,71017784,277529739,348547523,238547523,2.0
2013,The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,17000000,70525195,2310515,72835710,55835710,3.0
2013,Percy Jackson: Sea of Monsters,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Fantasy,90000000,68559554,132300000,200859554,110859554,1.0
2013,A Good Day to Die Hard,20th Century Fox,Action,Original Screenplay,Live Action,Contemporary Fiction,92000000,67349198,236900000,304249198,212249198,2.0
2013,Warm Bodies,Lionsgate,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Fantasy,30000000,66380662,48740946,115121608,85121608,3.0
2013,Jack the Giant Slayer,Warner Bros.,Adventure,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Fantasy,195000000,65187603,132500000,197687603,2687603,0.0
2013,The Purge,Universal,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,3000000,64473115,26793466,91266581,88266581,29.0
2013,Last Vegas,CBS Films,Comedy,Original Screenplay,Live Action,Contemporary Fiction,28000000,63914167,49000000,112914167,84914167,3.0
2013,Ender's Game,Lionsgate,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,110000000,61737191,66246092,127983283,17983283,0.0
2013,Prisoners,Warner Bros.,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,46000000,61002302,52400000,113402302,67402302,1.0
2013,After Earth,Sony Pictures,Action,Original Screenplay,Live Action,Science Fiction,130000000,60522097,190977568,251499665,121499665,1.0
2013,The Secret Life of Walter Mitty,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,91000000,58236838,129624345,187861183,96861183,1.0
2013,Escape From Planet Earth,Weinstein Co.,Adventure,Original Screenplay,Digital Animation,Kids Fiction,40000000,57012977,17143633,74156610,34156610,1.0
2013,12 Years a Slave,Fox Searchlight,Drama,Based on Factual Book/Article,Live Action,Historical Fiction,20000000,56671993,124118763,180790756,160790756,8.0
2013,Free Birds,Relativity,Adventure,Original Screenplay,Digital Animation,Kids Fiction,55000000,55750480,54636592,110387072,55387072,1.0
2013,Hansel & Gretel: Witch Hunters,Paramount Pictures,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,50000000,55703475,159246241,214949716,164949716,3.0
2013,Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,17000000,54239856,43538500,97778356,80778356,5.0
2013,RED 2,Lionsgate,Action,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,84000000,53262560,88244795,141507355,57507355,1.0
2013,Tyler Perry's A Madea Christmas,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,25000000,52543354,0,52543354,27543354,1.0
2013,Tyler Perry’s Temptation,Lionsgate,Drama,Based on Play,Live Action,Contemporary Fiction,37000000,51975354,1167790,53143144,16143144,0.0
2013,The Call,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,12800000,51872378,17949098,69821476,57021476,4.0
2013,Pain & Gain,Paramount Pictures,Action,Based on Real Life Events,Live Action,Contemporary Fiction,26000000,49875291,31400000,81275291,55275291,2.0
2013,Gangster Squad,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,60000000,46000903,58100000,104100903,44100903,1.0
2013,The Internship,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,58000000,44672764,49000000,93672764,35672764,1.0
2013,No se Aceptan Devoluciones,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,5000000,44467206,56019410,100486616,95486616,19.0
2013,Snitch,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,15000000,42930462,14977272,57907734,42907734,3.0
2013,Riddick,Universal,Action,Original Screenplay,Live Action,Science Fiction,38000000,42025135,52738623,94763758,56763758,1.0
2013,A Haunted House,Open Road,Comedy,Original Screenplay,Live Action,Multiple Creative Types,2500000,40041683,19880875,59922558,57422558,23.0
2013,47 Ronin,Universal,Action,Original Screenplay,Live Action,Fantasy,175000000,38362475,113354340,151716815,-23283185,-0.0
2013,August: Osage County,Weinstein Co.,Black Comedy,Based on Play,Live Action,Contemporary Fiction,25000000,37738810,13000000,50738810,25738810,1.0
2013,Philomena,Weinstein Co.,Drama,Based on Factual Book/Article,Live Action,Contemporary Fiction,12000000,37709979,61253413,98963392,86963392,7.0
2013,The Family,Relativity,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,30000000,36918811,14159730,51078541,21078541,1.0
2013,Walking with Dinosaurs,20th Century Fox,Adventure,Based on TV,Animation/Live Action,Kids Fiction,80000000,36076121,87292721,123368842,43368842,1.0
2013,Carrie,Sony Pictures,Horror,Remake,Live Action,Fantasy,30000000,35266619,47142901,82409520,52409520,2.0
2013,Texas Chainsaw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,20000000,34341945,13324068,47666013,27666013,1.0
2013,R.I.P.D.,Universal,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,130000000,33618855,45457823,79076678,-50923322,-0.0
2013,Blue Jasmine,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,18000000,33404871,69508090,102912961,84912961,5.0
2013,Kevin Hart: Let Me Explain,Lionsgate,Concert/Performance,Based on Real Life Events,Live Action,Factual,2500000,32244051,83204,32327255,29827255,12.0
2013,Side Effects,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,30000000,32172757,34569381,66742138,36742138,1.0
2013,Scary Movie V,Weinstein Co.,Comedy,Original Screenplay,Live Action,Fantasy,20000000,32015787,46598194,78613981,58613981,3.0
2013,The Mortal Instruments: City of Bones,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,60000000,31165421,44800146,75965567,15965567,0.0
2013,Delivery Man,Walt Disney,Comedy,Remake,Live Action,Contemporary Fiction,22000000,30659817,39877053,70536870,48536870,2.0
2013,Grudge Match,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,29817991,40000000,69817991,29817991,1.0
