Year,Title,TheatricalDistributor,Genre,Source,ProductionMethod,CreativeType,Budget,DomesticGross,InternationalGross,WorldwideGross,NetProfits,roi
2018,Spider-Man: Into The Spider-Verse 3D,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Super Hero,90000000,190173195,184377826,374551021,284551021,3.0
2018,A Quiet Place,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000,188024361,148127331,336151692,319151692,19.0
2018,Crazy Rich Asians,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,30000000,174532921,63566790,238099711,208099711,7.0
2018,Mary Poppins Returns,Walt Disney,Musical,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,130000000,171958438,177600000,349558438,219558438,2.0
2018,Hotel Transylvania 3: Summer Vacation,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,65000000,167500092,359593530,527093622,462093622,7.0
2018,Fantastic Beasts: The Crimes of Grind…,Warner Bros.,Adventure,Spin-Off,Animation/Live Action,Fantasy,200000000,159555901,492664185,652220086,452220086,2.0
2018,Halloween,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,159347015,96143163,255490178,245490178,25.0
2018,The Meg,Warner Bros.,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction,178000000,145443742,384086973,529530715,351530715,2.0
2018,Ocean’s 8,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,70000000,140218711,156897265,297115976,227115976,3.0
2018,Ready Player One,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Science Fiction,150000000,137690172,441588470,579278642,429278642,3.0
2018,Bumblebee,Paramount Pictures,Adventure,Based on Toy,Animation/Live Action,Science Fiction,102000000,127195589,338000000,465195589,363195589,4.0
2018,Mamma Mia: Here We Go Again!,Universal,Musical,Original Screenplay,Live Action,Contemporary Fiction,75000000,120634935,274779190,395414125,320414125,4.0
2018,The Nun,Warner Bros.,Horror,Spin-Off,Live Action,Contemporary Fiction,22000000,117450119,245941528,363391647,341391647,16.0
2018,Creed II,MGM,Drama,Original Screenplay,Live Action,Contemporary Fiction,50000000,115715889,97875633,213591522,163591522,3.0
2018,Peter Rabbit,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,50000000,115234093,231898187,347132280,297132280,6.0
2018,The Mule,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,50000000,103804407,69867011,173671418,123671418,2.0
2018,The Equalizer 2,Sony Pictures,Action,Based on TV,Live Action,Contemporary Fiction,77000000,102084362,88291819,190376181,113376181,1.0
2018,Rampage,Warner Bros.,Action,Based on Game,Live Action,Science Fiction,120000000,101028233,327000000,428028233,308028233,3.0
2018,A Wrinkle in Time,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,103000000,100478608,32923274,133401882,30401882,0.0
2018,Fifty Shades Freed,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,55000000,100407760,271577258,371985018,316985018,6.0
2018,Christopher Robin,Walt Disney,Adventure,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,75000000,99215042,98289716,197504758,122504758,2.0
2018,Green Book,Universal,Comedy,Based on Real Life Events,Live Action,Dramatization,23000000,85080171,234463261,319543432,296543432,13.0
2018,I Can Only Imagine,Roadside Attractions,Drama,Based on Song,Live Action,Dramatization,7000000,83482352,2291041,85773393,78773393,11.0
2018,Smallfoot,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,80000000,83240103,130441970,213682073,133682073,2.0
2018,Night School,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,29000000,77339130,25774316,103113446,74113446,3.0
2018,The First Purge,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,13000000,69488745,67565852,137054597,124054597,10.0
2018,Game Night,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,37000000,69179066,48199018,117378084,80378084,2.0
2018,Book Club,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,10000000,68566296,22762167,91328463,81328463,8.0
2018,The House with a Clock in its Walls,Universal,Horror,Based on Fiction Book/Short Story,Live Action,Fantasy,40000000,68549695,62907452,131457147,91457147,2.0
2018,Skyscraper,Universal,Action,Original Screenplay,Live Action,Contemporary Fiction,125000000,68420120,236448841,304868961,179868961,1.0
2018,Insidious: The Last Key,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,67745330,105066641,172811971,162811971,16.0
2018,Instant Family,Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,48000000,67363237,52372951,119736188,71736188,1.0
2018,Blockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,21000000,60311495,34212286,94523781,73523781,4.0
2018,Pacific Rim: Uprising,Universal,Action,Original Screenplay,Live Action,Science Fiction,155000000,59874525,231055623,290930148,135930148,1.0
2018,Tomb Raider,Warner Bros.,Action,Based on Game,Live Action,Contemporary Fiction,90000000,58250803,215226698,273477501,183477501,2.0
2018,Maze Runner: The Death Cure,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,61000000,58032443,207846093,265878536,204878536,3.0
2018,The Nutcracker and the Four Realms,Walt Disney,Adventure,Based on Folk Tale/Legend/Fairytale,Live Action,Fantasy,132900000,54858851,115165449,170024300,37124300,0.0
2018,Tag,Warner Bros.,Comedy,Based on Factual Book/Article,Live Action,Contemporary Fiction,28000000,54730625,22294319,77024944,49024944,2.0
2018,A Simple Favor,Lionsgate,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,20000000,53548586,44080131,97628717,77628717,4.0
2018,Life of the Party,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,53059911,12800000,65859911,35859911,1.0
2018,The Predator,20th Century Fox,Action,Original Screenplay,Live Action,Science Fiction,88000000,51024708,108462855,159487563,71487563,1.0
2018,Overboard,Lionsgate,Romantic Comedy,Remake,Live Action,Contemporary Fiction,12000000,50316123,35053707,85369830,73369830,6.0
2018,Sicario: Day of the Soldado,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000,50065850,25819346,75885196,40885196,1.0
2018,BlacKkKlansman,Focus Features,Thriller/Suspense,Based on Factual Book/Article,Live Action,Dramatization,15000000,49275340,44136086,93411426,78411426,5.0
2018,I Feel Pretty,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,32000000,48795601,42648494,91444095,59444095,2.0
2018,Vice,Annapurna Pictures,Black Comedy,Based on Real Life Events,Live Action,Dramatization,60000000,47836282,23057500,70893782,10893782,0.0
2018,Red Sparrow,20th Century Fox,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,69000000,46874505,99077356,145951861,76951861,1.0
2018,Breaking In,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,6000000,46840590,4644792,51485382,45485382,8.0
2018,Goosebumps 2: Haunted Halloween,Sony Pictures,Horror,Based on Fiction Book/Short Story,Animation/Live Action,Kids Fiction,35000000,46697321,46594157,93291478,58291478,2.0
2018,12 Strong,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,35000000,45819713,25298665,71118378,36118378,1.0
2018,Den of Thieves,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,30000000,44947622,35199544,80147166,50147166,2.0
2018,First Man,Universal,Drama,Based on Factual Book/Article,Live Action,Dramatization,60000000,44936545,60766780,105703325,45703325,1.0
2018,Hereditary,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,10000000,44069456,37194033,81263489,71263489,7.0
2018,Acrimony,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,43549096,3078740,46627836,26627836,1.0
2018,Sherlock Gnomes,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,59000000,43242871,44284780,87527651,28527651,0.0
2018,Uncle Drew,Lionsgate,Comedy,Based on TV,Live Action,Contemporary Fiction,18000000,42469946,4124315,46594261,28594261,2.0
2018,Widows,20th Century Fox,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,40000000,42402632,31463456,73866088,33866088,1.0
2018,Truth or Dare,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,3500000,41411015,53881729,95292744,91792744,26.0
2018,"Love, Simon",20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,10000000,40826341,24694292,65520633,55520633,6.0
2018,Second Act,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,15700000,39282227,24006627,63288854,47588854,3.0
2018,The Commuter,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,36343858,82165978,118509836,78509836,2.0
2018,The 15:17 to Paris,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,30000000,36276286,19819914,56096200,26096200,1.0
2018,Mile 22,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,35000000,36108758,30186363,66295121,31295121,1.0
2018,Alpha,Sony Pictures,Adventure,Original Screenplay,Live Action,Historical Fiction,51000000,35851379,63773494,99624873,48624873,1.0
2018,Peppermint,STX Entertainment,Action,Original Screenplay,Live Action,Contemporary Fiction,25000000,35418723,16382035,51800758,26800758,1.0
2018,The Favourite,Fox Searchlight,Black Comedy,Based on Real Life Events,Live Action,Dramatization,15000000,34366783,61505365,95872148,80872148,5.0
2018,Death Wish,MGM,Action,Remake,Live Action,Contemporary Fiction,30000000,34017028,14558937,48575965,18575965,1.0
2018,The Spy Who Dumped Me,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,33562069,43547888,77109957,37109957,1.0
2018,Annihilation,Paramount Pictures,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction,55000000,32732301,10338614,43070915,-11929085,-0.0
2018,Nobody’s Fool,Paramount Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,19000000,31713110,876383,32589493,13589493,1.0
2018,Adrift,STX Entertainment,Drama,Based on Real Life Events,Live Action,Dramatization,35000000,31445011,26452180,57897191,22897191,1.0
2018,Robin Hood,Lionsgate,Action,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,99000000,30824628,54385384,85210012,-13789988,-0.0
2018,Super Troopers 2,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,13500000,30617396,958239,31575635,18075635,1.0
2018,Holmes & Watson,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Historical Fiction,42000000,30568743,11357862,41926605,-73395,-0.0
2018,Slender Man,Sony Pictures,Horror,Based on Folk Tale/Legend/Fairytale,Live Action,Contemporary Fiction,10000000,30564825,21381124,51945949,41945949,4.0
2018,Teen Titans Go! To The Movies,Warner Bros.,Adventure,Based on TV,Digital Animation,Kids Fiction,10000000,29790236,21830357,51620593,41620593,4.0
2018,The Hate U Give,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,23000000,29719483,5348182,35067665,12067665,1.0
2018,Searching,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,880000,26015149,50075464,76090613,75210613,85.0
2018,Winchester,CBS Films,Horror,Based on Real Life Events,Live Action,Dramatization,3500000,25091816,20868439,45960255,42460255,12.0
2018,On the Basis of Sex,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,20000000,24622687,14178607,38801294,18801294,1.0
2018,The Strangers: Prey at Night,Aviron Pictures,Horror,Based on Real Life Events,Live Action,Dramatization,5000000,24431472,7712790,32144262,27144262,5.0
2018,White Boy Rick,Sony Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,30000000,24004833,1943150,25947983,-4052017,-0.0
2018,Overlord,Paramount Pictures,Action,Original Screenplay,Live Action,Historical Fiction,38000000,21704844,17473345,39178189,1178189,0.0
2019,Avengers: Endgame,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,400000000,858373000,1939427564,2797800564,2397800564,6.0
2019,The Lion King,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,260000000,543638043,1113305351,1656943394,1396943394,5.0
2019,Star Wars: The Rise of Skywalker,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,275000000,515202542,558267058,1073469600,798469600,3.0
2019,Frozen II,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,150000000,477373578,970176133,1447549711,1297549711,9.0
2019,Toy Story 4,Walt Disney,Adventure,Original Screenplay,Digital Animation,Kids Fiction,200000000,434038008,639356805,1073394813,873394813,4.0
2019,Captain Marvel,Walt Disney,Action,Based on Comic/Graphic Novel,Animation/Live Action,Super Hero,175000000,426829839,702900000,1129729839,954729839,5.0
2019,Spider-Man: Far From Home,Sony Pictures,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,160000000,390532085,736374155,1126906240,966906240,6.0
2019,Aladdin,Walt Disney,Adventure,Remake,Animation/Live Action,Fantasy,182000000,355559216,695400000,1050959216,868959216,5.0
2019,Joker,Warner Bros.,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction,55000000,335451311,737271282,1072722593,1017722593,19.0
2019,Jumanji: The Next Level,Sony Pictures,Adventure,Original Screenplay,Live Action,Science Fiction,125000000,316831246,478660427,795491673,670491673,5.0
2019,It: Chapter Two,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,70000000,211593228,257973578,469566806,399566806,6.0
2019,Us,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,175084580,81084499,256169079,236169079,12.0
2019,Fast & Furious Presents: Hobbs & Shaw,Universal,Action,Spin-Off,Live Action,Contemporary Fiction,200000000,173956935,586617518,760574453,560574453,3.0
2019,John Wick: Chapter 3 — Parabellum,Lionsgate,Action,Original Screenplay,Live Action,Contemporary Fiction,40000000,171015687,154770095,325785782,285785782,7.0
2019,Knives Out,Lionsgate,Drama,Original Screenplay,Live Action,Contemporary Fiction,40000000,165363254,142026578,307389832,267389832,7.0
2019,How to Train Your Dragon: The Hidden …,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,129000000,160799505,361389633,522189138,393189138,3.0
2019,1917,Universal,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,100000000,159227644,199175677,358403321,258403321,3.0
2019,The Secret Life of Pets 2,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,80000000,158874395,275565120,434439515,354439515,4.0
2019,Pokémon: Detective Pikachu,Warner Bros.,Adventure,Based on Game,Animation/Live Action,Kids Fiction,150000000,144105346,288638601,432743947,282743947,2.0
2019,Once Upon a Time…in Hollywood,Sony Pictures,Thriller/Suspense,Based on Real Life Events,Live Action,Dramatization,90000000,142502728,232077677,374580405,284580405,3.0
2019,Shazam!,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,85000000,140371656,223292877,363664533,278664533,3.0
2019,Ford v. Ferrari,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,97600000,117624357,106827345,224451702,126851702,1.0
2019,Dumbo,Walt Disney,Adventure,Remake,Animation/Live Action,Kids Fiction,170000000,114766307,238400000,353166307,183166307,1.0
2019,Maleficent: Mistress of Evil,Walt Disney,Adventure,Original Screenplay,Live Action,Fantasy,185000000,113929605,375416890,489346495,304346495,2.0
2019,Glass,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,20000000,111048468,135950571,246999039,226999039,11.0
2019,Godzilla: King of the Monsters,Warner Bros.,Action,Remake,Live Action,Science Fiction,170000000,110500138,272799777,383299915,213299915,1.0
2019,The Upside,STX Entertainment,Comedy,Based on Movie,Live Action,Dramatization,37500000,108235497,17582943,125818440,88318440,2.0
2019,Little Women,Sony Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,42000000,108095955,100969510,209065465,167065465,4.0
2019,The LEGO Movie 2: The Second Part,Warner Bros.,Adventure,Based on Toy,Digital Animation,Kids Fiction,99000000,105806508,84324528,190131036,91131036,1.0
2019,Hustlers,STX Entertainment,Black Comedy,Based on Factual Book/Article,Live Action,Historical Fiction,20700000,104963598,45509115,150472713,129772713,6.0
2019,The Addams Family,United Artists,Adventure,Based on TV,Digital Animation,Kids Fiction,24000000,97185807,102910621,200096428,176096428,7.0
2019,Rocketman,Paramount Pictures,Drama,Based on Real Life Events,Live Action,Dramatization,41000000,96368160,97393234,193761394,152761394,4.0
2019,Alita: Battle Angel,20th Century Fox,Action,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,170000000,85710210,316069529,401779739,231779739,1.0
2019,Good Boys,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,83140306,28007468,111147774,91147774,5.0
2019,Men in Black: International,Sony Pictures,Adventure,Based on Comic/Graphic Novel,Animation/Live Action,Science Fiction,110000000,80001807,172992753,252994560,142994560,1.0
2019,Annabelle Comes Home,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,27000000,74152591,154364522,228517113,201517113,7.0
2019,Tyler Perry’s A Madea Family Funeral,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,20000000,73257045,1524954,74781999,54781999,3.0
2019,Zombieland: Double Tap,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,48000000,73118130,49147888,122266018,74266018,2.0
2019,Angel Has Fallen,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,40000000,69030436,64335016,133365452,93365452,2.0
2019,Scary Stories to Tell in the Dark,Lionsgate,Horror,Based on Fiction Book/Short Story,Live Action,Historical Fiction,28000000,68947075,26660285,95607360,67607360,2.0
2019,Spies in Disguise,20th Century Fox,Adventure,Based on Short Film,Digital Animation,Kids Fiction,100000000,66757013,99326924,166083937,66083937,1.0
2019,Dark Phoenix,20th Century Fox,Action,Based on Fiction Book/Short Story,Live Action,Super Hero,200000000,65845974,180510921,246356895,46356895,0.0
2019,Terminator: Dark Fate,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,185000000,62253077,188119290,250372367,65372367,0.0
2019,A Beautiful Day in the Neighborhood,Sony Pictures,Drama,Based on Factual Book/Article,Live Action,Dramatization,45000000,61696436,6092715,67789151,22789151,1.0
2019,Abominable,Universal,Adventure,Original Screenplay,Digital Animation,Kids Fiction,75000000,60716390,123611777,184328167,109328167,1.0
2019,Dora and the Lost City of Gold,Paramount Pictures,Adventure,Based on TV,Live Action,Kids Fiction,49000000,60477943,57072428,117550371,68550371,1.0
2019,Escape Room,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,9000000,57000756,98312322,155313078,146313078,16.0
2019,Midway,Lionsgate,Action,Based on Real Life Events,Live Action,Dramatization,100000000,56846802,68121324,124968126,24968126,0.0
2019,The Curse of La Llorona,Warner Bros.,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,54733739,66927656,121661395,112661395,13.0
2019,Pet Sematary,Paramount Pictures,Horror,Remake,Live Action,Contemporary Fiction,21000000,54724696,54776450,109501146,88501146,4.0
2019,What Men Want,Paramount Pictures,Comedy,Based on Movie,Live Action,Contemporary Fiction,20000000,54611903,15300000,69911903,49911903,2.0
2019,Gisaengchung,Neon,Drama,Original Screenplay,Live Action,Contemporary Fiction,11800000,53369745,201367683,254737428,242937428,21.0
2019,Ad Astra,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Science Fiction,80000000,50188370,85243649,135432019,55432019,1.0
2019,Isn’t it Romantic,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,31000000,48791187,0,48791187,17791187,1.0
2019,Gemini Man,Paramount Pictures,Action,Original Screenplay,Animation/Live Action,Science Fiction,140000000,48546770,118076935,166623705,26623705,0.0
2019,MA,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,5000000,45896028,15253725,61149753,56149753,11.0
2019,Five Feet Apart,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,7000000,45729221,45783890,91513111,84513111,12.0
2019,Wonder Park,Paramount Pictures,Adventure,Original Screenplay,Digital Animation,Kids Fiction,100000000,45216793,69899191,115115984,15115984,0.0
2019,Rambo: Last Blood,Lionsgate,Action,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,50000000,44819352,46600000,91419352,41419352,1.0
2019,Queen & Slim,Universal,Drama,Original Screenplay,Live Action,Contemporary Fiction,20000000,43808310,3874047,47682357,27682357,1.0
2019,Harriet,Focus Features,Drama,Based on Real Life Events,Live Action,Dramatization,17000000,43082155,166219,43248374,26248374,2.0
2019,A Dog’s Way Home,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,61000000,41952715,39199790,81152505,20152505,0.0
2019,The Angry Birds Movie 2,Sony Pictures,Adventure,Based on Game,Digital Animation,Kids Fiction,65000000,41657076,110289896,151946972,86946972,1.0
2019,Breakthrough,20th Century Fox,Drama,Based on Factual Book/Article,Live Action,Dramatization,14000000,40713082,8309745,49022827,35022827,3.0
2019,Crawl,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,17000000,39014193,50994163,90008356,73008356,4.0
2019,Just Mercy,Warner Bros.,Drama,Original Screenplay,Live Action,Dramatization,25000000,36001502,14400000,50401502,25401502,1.0
2019,The Hustle,United Artists,Comedy,Remake,Live Action,Contemporary Fiction,21000000,35417038,62479069,97896107,76896107,4.0
2019,The Intruder,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,8000000,35388976,5079095,40468071,32468071,4.0
2019,Last Christmas,Universal,Romantic Comedy,Based on Song,Live Action,Contemporary Fiction,30000000,35150750,86262879,121413629,91413629,3.0
2019,Overcomer,Sony Pictures,Drama,Original Screenplay,Live Action,Contemporary Fiction,5000000,34700142,2948093,37648235,32648235,7.0
2019,Jojo Rabbit,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Historical Fiction,14000000,33370906,53795793,87166699,73166699,5.0
2019,Cold Pursuit,Lionsgate,Thriller/Suspense,Based on Movie,Live Action,Contemporary Fiction,60000000,32138862,30460297,62599159,2599159,0.0
2019,Bombshell,Lionsgate,Drama,Based on Real Life Events,Live Action,Dramatization,32000000,31762808,26440364,58203172,26203172,1.0
2019,Doctor Sleep,Warner Bros.,Horror,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,45000000,31581712,40274527,71856239,26856239,1.0
2019,Dragon Ball Super: Broly,FUNimation,Action,Based on TV,Digital Animation,Fantasy,8500000,30376755,92371000,122747755,114247755,13.0
2019,Long Shot,Lionsgate,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,40000000,30316271,23308153,53624424,13624424,0.0
2019,Ready or Not,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,28714231,28083161,56797392,50797392,8.0
2019,21 Bridges,STX Entertainment,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,33000000,28539757,11473888,40013645,7013645,0.0
2019,Happy Death Day 2U,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,9000000,28148130,36538385,64686515,55686515,6.0
2019,Midsommar,A24,Horror,Original Screenplay,Live Action,Contemporary Fiction,9000000,27426363,19417067,46843430,37843430,4.0
2019,Cats,Universal,Musical,Based on Musical or Opera,Animation/Live Action,Fantasy,100000000,27166770,48312861,75479631,-24520369,-0.0
2019,The Art of Racing in the Rain,20th Century Fox,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,18000000,26402818,4594209,30997027,12997027,1.0
2019,Countdown,STX Entertainment,Horror,Original Screenplay,Live Action,Contemporary Fiction,6500000,25621766,11200023,36821789,30321789,5.0
2019,Fighting With My Family,MGM,Comedy,Based on Real Life Events,Live Action,Dramatization,11000000,22958583,18544506,41503089,30503089,3.0
2019,A Dog’s Journey,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,16000000,22782371,55316785,78099156,62099156,4.0
2019,Booksmart,United Artists,Comedy,Original Screenplay,Live Action,Contemporary Fiction,6000000,22680962,2268850,24949812,18949812,3.0
2019,Stuber,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,16000000,22370452,7264317,29634769,13634769,1.0
2019,Richard Jewell,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,45000000,22345542,20755028,43100570,-1899430,-0.0
2019,47 Meters Down: Uncaged,Entertainment Studios Motion Pictures,Thriller/Suspense,Based on Movie,Live Action,Contemporary Fiction,12000000,22260900,15304333,37565233,25565233,2.0
2019,Black and Blue,Sony Pictures,Action,Original Screenplay,Live Action,Contemporary Fiction,12000000,22012729,667249,22679978,10679978,1.0
2019,Hellboy,Lionsgate,Horror,Remake,Live Action,Super Hero,50000000,21903748,18882732,40786480,-9213520,-0.0
2019,Shaft,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,30000000,21360215,0,21360215,-8639785,-0.0
2019,The Peanut Butter Falcon,Roadside Attractions,Adventure,Original Screenplay,Live Action,Contemporary Fiction,6200000,20457158,2297587,22754745,16554745,3.0
